datetime,BELO HORIZONTE (PAMPULHA),BRASILIA,MANAUS,PORTO ALEGRE - JARDIM BOTANICO,SALVADOR
2024-09-27,0.0,0.0,0.0,8.6,1.6
2024-09-28,0.0,0.0,38.2,0.2,0.2
2024-09-29,0.0,0.0,2.0,0.0,9.0
2024-09-30,0.0,0.0,0.2,0.0,0.8
2024-10-01,0.0,0.0,0.0,33.800000000000004,0.0
2024-10-02,0.0,0.0,0.0,0.6000000000000001,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.2
2024-10-04,0.0,0.0,0.0,0.0,0.2
2024-10-05,0.0,0.0,0.0,0.0,0.0
2024-10-06,0.0,0.0,14.8,0.0,0.0
2024-10-07,0.0,0.0,1.0,0.4,0.0
2024-10-08,0.0,0.0,0.0,4.4,0.0
2024-10-09,0.0,0.0,0.0,2.0,0.0
2024-10-10,31.6,1.0,0.0,0.6000000000000001,0.0
2024-10-11,0.2,5.0,0.0,0.0,0.0
2024-10-12,17.8,1.6,0.0,3.8,0.0
2024-10-13,0.0,0.0,13.4,0.0,0.0
2024-10-14,0.0,59.6,0.0,0.0,0.0
2024-10-15,0.0,3.0,0.0,7.399999999999999,11.0
2024-10-16,0.0,36.6,0.4,0.2,2.2
2024-10-17,0.0,31.4,0.0,0.0,4.199999999999999
2024-10-18,0.0,31.2,0.0,0.0,0.6000000000000001
2024-10-19,20.6,3.2,0.0,0.4,0.0
2024-10-20,9.6,0.2,0.2,0.0,0.6000000000000001
2024-10-21,1.6,3.2,0.0,0.0,0.0
2024-10-22,0.0,43.6,30.0,0.0,0.0
2024-10-23,0.0,1.6,0.0,0.2,0.0
2024-10-24,10.999999999999998,10.4,0.0,6.2,0.0
2024-10-25,13.8,21.200000000000003,0.0,1.2,0.0
2024-10-26,8.6,0.2,0.0,0.4,0.0
2024-10-27,69.8,7.0,0.0,0.0,0.0
2024-10-28,32.4,0.0,11.6,0.0,0.0
2024-10-29,0.2,3.8,0.0,0.0,0.0
2024-10-30,0.0,2.6,0.0,0.0,0.0
2024-10-31,0.0,2.4,8.8,0.0,0.0
2024-11-01,0.0,0.2,0.2,0.0,0.0
2024-11-02,0.0,0.2,0.0,0.0,0.0
2024-11-03,0.0,0.0,0.0,0.6,4.6
2024-11-04,0.0,0.0,4.6,0.0,0.0
2024-11-05,7.4,44.8,0.0,0.0,1.0
2024-11-06,2.8000000000000003,0.0,56.60000000000001,0.4,0.0
2024-11-07,5.6,5.2,0.0,14.6,2.4
2024-11-08,3.0,7.8,0.0,7.6,2.2
2024-11-09,58.2,0.0,0.0,1.0,2.6
2024-11-10,4.2,9.4,0.4,0.0,0.4
2024-11-11,0.0,5.4,0.0,0.0,64.4
2024-11-12,0.0,10.6,0.0,4.0,1.6
2024-11-13,15.0,6.8,7.4,0.0,0.0
2024-11-14,0.0,24.6,0.0,0.0,0.0
2024-11-15,13.6,35.6,9.4,0.0,0.2
2024-11-16,19.4,2.8000000000000003,0.8,0.0,0.6000000000000001
2024-11-17,9.4,6.0,0.0,0.0,0.0
2024-11-18,0.0,2.6,0.0,3.0,0.4
2024-11-19,17.799999999999997,43.4,0.4,1.0,0.0
2024-11-20,0.0,8.8,0.0,37.4,0.0
2024-11-21,0.4,2.2,5.4,0.2,0.2
2024-11-22,0.0,13.2,0.0,0.6,0.0
2024-11-23,0.2,0.2,0.2,0.2,0.0
2024-11-24,0.0,8.2,7.8,0.0,41.8
2024-11-25,0.0,0.0,18.8,0.0,53.6
2024-11-26,0.0,0.0,1.0,0.2,65.2
2024-11-27,0.0,4.2,0.0,0.0,81.60000000000001
2024-11-28,0.0,0.0,0.0,1.6,0.0
2024-11-29,0.0,0.0,0.0,0.0,0.0
2024-11-30,4.2,0.0,0.0,0.0,0.0
2024-12-01,6.0,0.0,13.4,0.0,0.0
2024-12-02,5.6000000000000005,0.2,0.0,49.2,0.0
2024-12-03,48.6,25.4,0.0,0.0,0.0
2024-12-04,2.6,24.200000000000003,7.0,0.0,0.0
2024-12-05,1.4,3.6,0.8,0.0,0.0
2024-12-06,0.0,0.0,10.8,21.4,0.0
2024-12-07,0.0,0.0,0.4,2.2,9.6
2024-12-08,0.0,0.0,10.8,0.0,0.2
2024-12-09,0.0,3.4000000000000004,0.6000000000000001,0.0,0.0
2024-12-10,0.0,0.6,48.8,0.6000000000000001,0.0
2024-12-11,6.0,0.0,0.0,0.0,0.0
2024-12-12,0.0,14.8,22.8,0.0,0.0
2024-12-13,0.0,2.0,45.2,8.2,0.0
2024-12-14,1.4,0.8,18.6,44.2,0.0
2024-12-15,25.0,12.2,12.6,6.6,2.8
2024-12-16,11.8,0.8,7.0,27.200000000000003,0.0
2024-12-17,4.2,8.0,9.4,1.2,0.0
2024-12-18,0.0,0.2,3.6,0.0,0.0
2024-12-19,0.0,0.2,4.0,10.4,0.0
2024-12-20,9.6,6.0,17.799999999999997,20.6,1.8
2024-12-21,15.8,3.2,0.2,0.2,0.0
2024-12-22,84.4,20.6,0.0,24.4,0.0
2024-12-23,22.0,7.200000000000001,0.0,0.0,0.0
2024-12-24,0.4,28.8,13.6,0.0,0.0
2024-12-25,30.8,2.0,23.4,24.0,0.0
2024-12-26,46.2,11.2,15.8,0.0,0.0
2024-12-27,30.4,7.8,3.0,0.0,0.0
2024-12-28,27.2,10.4,0.0,0.0,0.0
2024-12-29,20.6,19.0,5.4,0.0,6.0
2024-12-30,1.8,2.0,8.599999999999998,0.0,0.0
2024-12-31,0.0,0.0,0.0,20.2,0.0
